epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
177,9222.52,0.58999,0.39864,0.95189,0.90735,0.77377,0.85193,0.71526,0.79891,0.61443,1.15337,0.001288,0.001288,0.001288
178,9271.12,0.58149,0.39895,0.94622,0.91045,0.77032,0.85189,0.71483,0.7984,0.614,1.15321,0.0012385,0.0012385,0.0012385
179,9319.74,0.57374,0.39374,0.94472,0.90907,0.77152,0.85167,0.71497,0.79883,0.6137,1.15471,0.001189,0.001189,0.001189
180,9368.6,0.57905,0.39428,0.94617,0.91281,0.77028,0.85234,0.71529,0.79892,0.61459,1.15523,0.0011395,0.0011395,0.0011395
181,9417.49,0.5812,0.39343,0.94724,0.91376,0.76984,0.85205,0.71531,0.79884,0.61558,1.15551,0.00109,0.00109,0.00109
182,9465.99,0.58103,0.39237,0.94468,0.87946,0.79548,0.85281,0.7154,0.79762,0.61442,1.15504,0.0010405,0.0010405,0.0010405
183,9514.71,0.5737,0.39157,0.9452,0.88015,0.79686,0.85299,0.71545,0.79714,0.6153,1.15483,0.000991,0.000991,0.000991
184,9563.76,0.573,0.387,0.94311,0.87805,0.79684,0.85336,0.71568,0.79681,0.61475,1.1552,0.0009415,0.0009415,0.0009415
185,9612.68,0.57227,0.38442,0.94078,0.87672,0.79731,0.85323,0.71565,0.79656,0.61398,1.15557,0.000892,0.000892,0.000892
186,9661.31,0.57372,0.38866,0.94161,0.87665,0.79634,0.85292,0.71584,0.79654,0.61449,1.15601,0.0008425,0.0008425,0.0008425
187,9709.99,0.56443,0.38493,0.93808,0.8765,0.79789,0.85293,0.71596,0.79751,0.6141,1.15737,0.000793,0.000793,0.000793
188,9758.82,0.56526,0.38182,0.94071,0.87757,0.79632,0.85319,0.71567,0.79704,0.61358,1.15732,0.0007435,0.0007435,0.0007435
189,9807.33,0.56431,0.37843,0.94099,0.91777,0.7661,0.85248,0.71573,0.79733,0.61425,1.15798,0.000694,0.000694,0.000694
190,9856.02,0.55951,0.38121,0.93865,0.91789,0.76637,0.85286,0.71575,0.79631,0.61352,1.15755,0.0006445,0.0006445,0.0006445
191,9916.25,0.51866,0.29315,0.90388,0.91709,0.76579,0.85259,0.71578,0.79722,0.61467,1.15888,0.000595,0.000595,0.000595
192,9964.23,0.50186,0.28352,0.89497,0.91607,0.76765,0.85237,0.716,0.79708,0.61443,1.15907,0.0005455,0.0005455,0.0005455
193,10012.3,0.48934,0.27089,0.89143,0.91551,0.76853,0.85295,0.7164,0.79747,0.61436,1.15978,0.000496,0.000496,0.000496
194,10060.6,0.48943,0.26959,0.88932,0.91194,0.77142,0.85311,0.71645,0.79712,0.61315,1.15985,0.0004465,0.0004465,0.0004465
195,10109.1,0.48769,0.27595,0.89373,0.91206,0.77148,0.85355,0.71721,0.79708,0.6116,1.16026,0.000397,0.000397,0.000397
196,10157.3,0.48025,0.26489,0.88461,0.91154,0.77091,0.85297,0.71754,0.79709,0.61353,1.16094,0.0003475,0.0003475,0.0003475
197,10205.8,0.47724,0.26363,0.88537,0.91422,0.77048,0.85318,0.71849,0.79679,0.61148,1.16123,0.000298,0.000298,0.000298
198,10250.2,0.47478,0.26131,0.88328,0.91413,0.77052,0.85314,0.71859,0.79683,0.61073,1.16194,0.0002485,0.0002485,0.0002485
199,10294.2,0.47039,0.25801,0.88195,0.91496,0.77157,0.85367,0.71919,0.79651,0.61085,1.1621,0.000199,0.000199,0.000199
200,10338.5,0.47047,0.25946,0.88496,0.91414,0.77065,0.85302,0.71919,0.79577,0.61076,1.16165,0.0001495,0.0001495,0.0001495
